AmbCO - Ambulance Clinical Outcomes,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Year:<All>,Period Name:<All>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Year,Period Name,SHA Code,SHA Name,Org Code,Org Name,SQU03_3_1_1 SUM,SQU03_3_1_2 SUM,SQU03_3_2_1 SUM,SQU03_3_2_2 SUM,SQU03_5_1_1 SUM,SQU03_5_1_2 SUM,SQU03_5_2_1 SUM,SQU03_5_2_2 SUM,SQU03_5_3_1 SUM,SQU03_5_3_2 SUM,SQU03_6_1_1 SUM,SQU03_6_1_2 SUM,SQU03_6_2_1 SUM,SQU03_6_2_2 SUM,SQU03_7_1_1 SUM,SQU03_7_1_2 SUM,SQU03_7_2_1 SUM,SQU03_7_2_2 SUM,
2013-14,MAY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,39,102,3,10,NULL,NULL,81,92,80,119,101,215,527,546,11,97,2,9,
2014-15,MAY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,45,136,16,38,0,0,56,64,78,110,128,226,512,514,21,134,13,38,
2015-16,MAY,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,47,142,25,36,0,0,45,57,53,81,66,122,645,649,21,137,17,35,
2011-12,MAY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,14,86,4,13,0,0,32,37,28,34,65,99,135,136,7,86,2,13,
2012-13,MAY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,25,104,11,20,0,0,41,44,42,46,65,96,168,168,9,104,7,20,
2011-12,MAY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,29,163,9,21,1,3,26,33,135,176,261,462,696,747,9,163,3,21,
2012-13,MAY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,48,188,17,31,3,6,61,68,197,252,147,258,714,736,18,188,6,31,
2013-14,MAY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,87,320,21,45,NULL,NULL,118,145,152,177,190,332,801,833,33,316,10,45,
2014-15,MAY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,74,290,28,53,0,0,117,155,172,183,176,295,801,814,35,290,18,53,
2015-16,MAY,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,61,269,17,34,0,0,101,141,189,212,177,347,885,909,23,266,16,33,
2011-12,NOVEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,25,127,10,27,0,0,85,92,56,67,151,170,275,289,8,126,5,27,
2012-13,NOVEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,35,148,10,17,0,0,93,106,62,67,126,161,294,299,9,145,4,16,
2013-14,NOVEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,34,152,7,12,NULL,NULL,71,75,55,67,131,163,359,363,10,146,2,9,
2014-15,NOVEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,37,144,8,18,0,0,60,66,57,69,92,136,365,380,6,143,2,18,
2015-16,NOVEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,30,154,5,9,0,0,69,78,62,75,83,174,389,395,7,154,4,9,
2011-12,NOVEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,56,235,11,27,3,5,69,76,111,148,232,274,674,682,16,160,3,15,
2012-13,NOVEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,94,369,23,50,0,1,117,139,157,187,307,392,1006,1015,21,308,7,41,
2013-14,NOVEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,95,323,16,44,NULL,NULL,118,141,175,201,311,433,1062,1064,24,288,4,36,
2014-15,NOVEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,113,370,21,37,0,0,113,130,203,227,279,431,1215,1226,25,336,7,33,
2015-16,NOVEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,96,316,23,48,0,0,85,100,199,234,196,383,581,583,19,267,6,38,
2011-12,NOVEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,33,230,7,32,0,1,98,111,92,151,279,380,757,781,10,228,1,32,
2012-13,NOVEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,47,253,14,32,0,1,95,115,87,111,224,357,682,702,16,250,7,30,
2013-14,NOVEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,48,242,12,31,NULL,NULL,81,95,65,81,245,393,669,719,26,236,10,30,
2014-15,NOVEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,71,246,15,26,0,0,95,111,69,86,227,415,724,740,36,234,10,25,
2015-16,NOVEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,65,249,13,24,0,0,88,111,87,117,167,327,649,662,17,226,7,24,
2011-12,NOVEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,10,74,3,11,8,16,90,94,131,164,55,98,697,726,3,68,2,9,
2012-13,NOVEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,35,242,15,46,6,9,87,91,57,79,31,59,745,788,16,238,11,44,
2013-14,NOVEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,29,271,12,38,NULL,NULL,85,88,94,118,64,107,751,767,10,251,4,33,
2014-15,NOVEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,41,210,8,23,0,0,102,110,95,114,85,161,840,850,11,201,4,22,
2015-16,NOVEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,55,226,9,30,0,0,46,56,82,109,75,143,727,807,8,218,2,27,
2011-12,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,43,174,9,20,3,5,110,124,92,122,107,213,729,768,13,174,5,20,
2012-13,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,60,222,11,29,0,1,107,127,88,124,142,215,666,701,13,222,2,29,
2013-14,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,79,316,11,32,NULL,NULL,109,121,82,110,137,229,701,735,20,316,4,32,
2014-15,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,90,346,19,44,0,0,127,146,115,157,121,269,658,708,25,346,3,44,
2015-16,NOVEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,107,342,15,37,0,0,84,99,102,126,137,298,742,761,27,342,7,37,
2011-12,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,54,313,17,39,0,0,57,62,96,127,131,247,636,660,17,302,10,36,
2012-13,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,60,255,16,33,0,0,68,72,109,124,97,205,589,605,16,249,10,31,
2013-14,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,57,257,20,40,NULL,NULL,66,76,134,153,132,268,663,691,20,256,7,30,
2014-15,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,70,281,15,28,0,0,101,106,116,157,128,234,613,640,24,279,3,28,
2015-16,NOVEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,65,225,16,28,0,0,93,97,106,124,116,267,682,697,18,212,6,24,
2011-12,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,99,348,21,41,0,0,94,104,159,255,269,418,675,737,25,336,13,34,
2012-13,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,136,399,30,50,0,0,117,124,170,258,298,476,767,825,34,394,15,49,
2013-14,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,116,349,30,50,NULL,NULL,111,120,191,257,349,578,882,923,39,345,19,49,
2014-15,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,118,380,23,47,0,0,95,95,179,253,348,627,940,968,28,377,11,47,
2015-16,NOVEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,107,383,34,65,0,0,98,102,183,272,444,694,1091,1121,31,366,14,56,
2011-12,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,51,158,13,22,1,1,73,77,80,87,298,428,500,531,7,142,3,14,
2012-13,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,71,267,15,31,0,0,67,74,67,80,215,350,501,545,9,245,6,27,
2013-14,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,77,276,12,24,NULL,NULL,102,107,101,136,360,541,784,842,19,263,5,22,
2014-15,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,73,224,15,32,0,0,69,79,76,97,268,416,701,732,11,176,5,32,
2015-16,NOVEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,51,186,10,18,0,0,74,79,60,90,293,424,492,504,21,183,7,18,
2011-12,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT,1,11,1,1,0,0,0,0,4,6,9,19,24,30,0,11,0,1,
2012-13,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,4,14,1,2,0,0,0,2,4,4,3,5,40,40,1,14,1,1,
2013-14,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,1,7,1,1,NULL,NULL,0,0,4,7,9,13,20,20,0,7,0,1,
2014-15,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,2,9,1,1,0,0,1,2,7,8,6,15,38,40,0,9,0,1,
2015-16,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,2,6,2,3,0,0,0,1,2,2,5,10,19,19,2,6,2,3,
2011-12,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,32,150,9,27,0,0,81,85,39,50,82,165,48,50,0,150,0,27,
2012-13,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,40,102,3,12,0,0,74,86,78,112,0,0,504,515,15,90,1,10,
2013-14,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,53,139,10,20,NULL,NULL,71,80,71,98,78,198,576,579,27,101,6,14,
2014-15,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,42,100,9,14,0,0,51,63,57,83,86,169,450,468,16,97,7,13,
2015-16,NOVEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,30,107,12,29,0,0,54,61,67,88,53,100,542,548,15,91,8,25,
2011-12,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,20,88,7,18,0,0,36,43,48,49,43,68,109,110,10,88,4,18,
2012-13,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,21,124,6,13,0,0,44,49,37,41,41,68,120,120,12,124,4,13,
2011-12,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,50,195,17,32,3,9,51,61,157,190,115,202,646,675,13,190,6,28,
2012-13,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,52,205,14,41,0,0,57,74,82,93,103,221,492,520,19,205,9,41,
2013-14,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,83,322,19,48,NULL,NULL,97,112,140,149,161,292,733,747,34,321,11,48,
2014-15,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,79,300,20,41,0,0,89,121,135,153,161,312,801,827,43,300,19,41,
2015-16,NOVEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,59,212,17,34,0,0,114,151,166,190,206,443,852,880,17,201,5,31,
2011-12,OCTOBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,20,118,9,22,0,0,72,73,66,76,120,136,219,239,9,118,6,22,
2012-13,OCTOBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,38,156,7,16,0,0,88,101,70,79,131,178,325,332,6,148,4,14,
2013-14,OCTOBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,35,141,9,13,NULL,NULL,54,55,51,59,99,120,314,317,9,140,4,12,
2014-15,OCTOBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,48,157,16,22,0,0,60,70,53,57,94,133,334,340,8,139,5,14,
2015-16,OCTOBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,38,149,5,10,0,0,62,67,58,73,114,192,418,426,10,149,5,10,
2011-12,OCTOBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,65,285,11,44,3,5,71,83,118,165,220,261,660,678,14,214,5,32,
2012-13,OCTOBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,113,372,23,45,8,12,110,128,199,234,323,412,1084,1096,28,321,8,36,
2013-14,OCTOBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,98,356,17,33,NULL,NULL,127,137,177,200,286,404,1078,1086,23,318,5,26,
2014-15,OCTOBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,105,356,16,36,0,0,146,175,242,284,343,516,1334,1340,30,325,7,32,
2015-16,OCTOBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,93,313,15,30,0,0,66,78,182,209,29,47,74,75,19,280,4,24,
2011-12,OCTOBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,40,238,10,28,0,2,88,112,111,160,292,406,779,815,14,235,4,26,
2012-13,OCTOBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,44,226,13,33,1,1,98,117,101,118,234,362,663,693,20,223,10,32,
2013-14,OCTOBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,50,231,18,43,NULL,NULL,85,97,73,86,215,340,628,644,33,228,15,42,
2014-15,OCTOBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,59,251,18,31,0,0,83,95,71,83,234,433,705,723,26,230,11,30,
2015-16,OCTOBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,48,219,14,31,0,0,92,103,85,97,209,390,665,673,19,214,8,30,
2011-12,OCTOBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,17,78,4,15,1,6,72,78,111,158,24,50,860,897,4,57,2,8,
2012-13,OCTOBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,42,236,21,43,1,2,105,106,74,105,42,70,771,820,17,232,14,40,
2013-14,OCTOBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,40,224,9,29,NULL,NULL,85,91,88,109,55,98,793,819,12,211,4,26,
2014-15,OCTOBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,33,198,8,15,0,0,132,142,114,148,102,171,876,887,9,190,3,13,
2015-16,OCTOBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,53,208,13,31,0,0,39,45,84,95,103,176,803,819,15,195,9,25,
2011-12,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,59,157,11,16,1,4,117,133,79,103,139,221,758,812,19,157,4,16,
2012-13,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,77,271,15,30,0,0,115,133,102,138,138,201,599,624,24,271,11,30,
2013-14,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,91,315,23,44,NULL,NULL,107,118,79,103,138,271,749,787,26,315,12,44,
2014-15,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,100,329,21,39,0,0,108,126,61,85,107,251,630,673,25,329,8,39,
2015-16,OCTOBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,91,349,19,43,0,0,58,67,94,129,162,301,710,733,27,349,8,43,
2011-12,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,61,289,22,42,0,0,116,123,114,140,115,206,567,585,12,274,9,35,
2012-13,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,53,252,18,36,0,0,114,125,131,161,131,292,593,616,16,252,9,34,
2013-14,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,57,255,5,20,NULL,NULL,70,85,132,155,143,260,631,655,12,248,3,17,
2014-15,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,78,274,12,30,0,0,94,97,120,149,147,244,566,593,20,254,6,27,
2015-16,OCTOBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,94,313,19,30,0,0,110,116,113,151,138,268,753,767,24,256,8,17,
2011-12,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,114,336,29,46,0,0,88,96,107,194,336,478,1035,1163,40,328,14,44,
2012-13,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,112,342,29,49,0,0,101,112,154,235,328,492,792,860,28,334,10,46,
2013-14,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,137,399,32,58,NULL,NULL,116,125,197,260,379,604,892,932,40,390,16,55,
2014-15,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,102,379,27,51,0,0,87,95,173,238,359,600,950,974,28,379,15,51,
2015-16,OCTOBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,112,362,25,46,0,0,104,116,178,252,417,686,1103,1126,31,350,17,42,
2011-12,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,56,144,13,24,1,1,72,74,78,87,242,341,524,544,4,120,2,18,
2012-13,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,24,148,5,16,0,0,74,83,79,98,173,303,572,649,1,137,0,14,
2013-14,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,74,263,20,40,NULL,NULL,81,91,103,126,381,569,765,846,14,249,6,36,
2014-15,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,84,266,20,29,0,0,74,83,96,125,333,514,757,800,22,245,10,25,
2015-16,OCTOBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,69,243,18,33,0,0,51,55,82,106,280,418,493,506,18,225,6,27,
2011-12,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT,4,11,1,1,0,0,2,2,2,4,10,25,38,43,2,11,1,1,
2012-13,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,2,8,0,1,1,1,0,1,6,6,8,10,45,45,0,8,0,1,
2013-14,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,0,8,0,0,NULL,NULL,2,5,11,13,4,7,14,14,0,8,0,0,
2014-15,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,3,15,0,3,0,0,1,2,3,4,13,24,40,41,1,15,0,3,
2015-16,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,1,7,1,1,0,0,2,3,5,8,11,22,46,47,1,7,1,1,
2011-12,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,20,145,2,10,0,0,79,80,32,50,99,185,48,50,0,0,0,0,
2012-13,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,31,96,5,8,0,0,65,75,79,111,96,212,531,550,11,86,2,8,
