NHS 111 - SHA & Self Provider View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provider Org:<All>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearnumber,Periodname,Provider Org Code,Provider Name,Commissioner Org Code,Commissioner Org Name,Nhs1 Population SUM,Nhs1 Number Calls Offered SUM,Nhs1 Calls Through 111 SUM,Nhs1 Calls Through Other SUM,Nhs1 Abandoned Calls SUM,Nhs1 Answered Calls SUM,Nhs1 Answered Through 111 SUM,Nhs1 Answered Through Other SUM,Nhs1 Answered 60sec SUM,Nhs1 Calls Person Triaged SUM,Nhs1 Cnt Caller Terminated SUM,Nhs1 Cnt Caller Referred SUM,Nhs1 Cnt Caller Given Info SUM,Nhs1 Cnt Other Reason SUM,Nhs1 Transferred To Ca SUM,Nhs1 Wtransferred To Ca SUM,Nhs1 Ave Wtransfer Time SUM,Nhs1 Person Offered Call Back SUM,Nhs1 Calls Back Within 10mins SUM,Nhs1 Ave Episode Length SUM,Nhs1 Amb Dispatches SUM,Nhs1 Recommend To Ae SUM,Nhs1 Recommend To Primcare SUM,Nhs1 Rec Contact Prim Com Care SUM,Nhs1 Rec Speak Prim Com Care SUM,Nhs1 Rec Dental Pharmacy SUM,Nhs1 Recommend To Other SUM,Nhs1 Not Recommend SUM,Nhs1 Given Health Information SUM,Nhs1 Recommended Home Care SUM,Nhs1 Recommended Non Clinical SUM,Nhs1 Time Call Handlers SUM,Nhs1 Time Clinical Staff SUM,Nhs1 Cost Call Handlers SUM,Nhs1 Cost Clinical Staff SUM,Nhs1 Total Other Costs SUM
2011-12,Feb-12,111AA8,Cumbria and Lancashire,5N8,Cumbria and Lancashire,1970836,26681,19054,7627,269,20219,17113,3106,19622,16868,656,359,79,637,4451,3392,00:04:52,1059,445,00:09:39,2005,1252,10322,7734,2115,473,428,2861,278,1437,1146,136703.0322,61042.16638,0,0,0
2011-12,Mar-12,111AA8,Cumbria and Lancashire,5N8,Cumbria and Lancashire,1970836,26309,19754,6555,59,21373,18435,2938,21149,17918,1003,209,75,745,4643,3993,00:02:04,661,445,00:08:33,1989,1436,11232,8438,2258,536,381,2880,273,1696,911,136200.3003,62860.8501,0,0,0
2012-13,Apr-12,111AA8,Cumbria and Lancashire,5N8,Cumbria and Lancashire,1970836,27842,21363,6479,64,23223,20284,2939,23023,17014,914,91,195,573,3941,3466,00:01:35,475,331,00:07:48,1818,1227,10919,8236,2113,570,430,2620,238,1529,853,115770.3171,60839.20013,0,0,0
2012-13,Apr-12,111AA9,Hillingdon,5AT,HILLINGDON PCT,281756,2108,1499,609,36,2072,1476,596,2031,1725,121,86,16,0,504,470,00:02:04,42,31,00:10:05,297,108,1046,1046,,,13,261,,260,1,0,0,0,0,0
2012-13,Apr-12,111AB1,Croydon,5K9,CROYDON PCT,368886,4440,4026,414,84,4356,4356,0,4225,3934,250,133,39,0,989,911,00:02:34,81,61,00:11:09,532,233,2644,2644,0,0,57,468,0,468,0,0,0,0,0,0
2012-13,May-12,111AA4,NOTTINGHAM CITY NHS 111,5EM,Nottingham City PCT,308735,7131,3431,3700,39,6860,3319,3541,6723,4412,1483,191,41,99,1105,980,00:03:10,125,92,00:09:26,648,337,2399,1686,551,162,128,900,166,367,367,41003.13303,15668.48323,0,0,0
2012-13,May-12,111AA1,County Durham & Darlington,5ND,County Durham PCT ,619596,19891,16717,3174,70,16056,15350,699,15838,13107,2236,393,460,841,2593,2086,00:04:11,507,73,00:05:28,2029,1147,7796,5578,1416,802,898,1237,164,679,394,67955.56667,16568,0,0,
2012-13,May-12,111AA3,Luton,5GC,Luton Teaching PCT,205843,3516,3008,508,19,3430,2939,491,3344,2958,339,16,18,42,784,668,00:03:18,116,87,00:11:21,354,219,1700,1280,347,73,111,574,88,292,194,26344.28319,10444.10003,0,0,0
2012-13,May-12,111AA2,Lincolnshire,5N9,Lincolnshire PCT,718838,14950,14950,0,73,14660,14660,0,14363,10931,1221,1374,71,164,2873,2536,00:03:06,337,258,00:11:54,1629,794,6280,4515,1490,275,385,1843,274,1012,557,100625.016,49171.99992,0,0,0
2012-13,May-12,111AA6,Isle of Wight,5QT,Isle of Wight National Health Service,138748,4005,3330,675,435,3344,2780,564,3068,2850,0,0,0,0,513,487,00:00:13,26,10,00:05:56,345,172,1725,1197,476,52,249,359,111,208,40,NCA,NCA,0,0,0
2012-13,May-12,111AA5,DHU,5N6,Derbyshire County,700000,9811,8432,1379,0,9481,8322,1159,0,7151,1,17,35,78,3011,1707,00:01:20,1297,785,00:13:28,911,430,4144,3214,776,154,642,1024,74,669,281,NCA,NCA,0,0,0
2012-13,May-12,111AA8,Cumbria and Lancashire,5N8,Cumbria and Lancashire,1970836,25578,18980,6598,57,20297,17677,2620,20103,16658,961,291,180,697,4138,3710,00:01:19,428,326,00:07:00,1948,1380,10384,7796,2077,511,431,2515,289,1508,718,117702.667,55901.85016,0,0,0
2012-13,May-12,111AA9,Hillingdon,5AT,HILLINGDON PCT,281756,2059,2001,58,40,1961,1961,0,1928,1688,167,36,12,0,386,348,00:00:59,27,15,00:07:58,261,128,981,981,0,0,29,289,0,288,1,0,0,0,0,0
2012-13,May-12,111AB1,Croydon,5K9,CROYDON PCT,368886,4561,4561,0,77,4484,4484,0,4399,4068,313,92,28,0,1042,946,00:01:19,58,39,00:07:00,585,257,2603,2603,0,0,56,567,0,566,1,0,0,0,0,0
2012-13,May-12,111AA7,Inner North West,5LC,Kensington and Chelsea,559638,8510,2432,6078,140,7584,2206,5378,7214,3598,184,50,36,0,786,600,00:00:28,166,84,00:08:56,316,172,1902,1244,608,50,692,516,138,176,202,0,0,0,0,0
2012-13,Jun-12,111AA4,NOTTINGHAM CITY NHS 111,5EM,Nottingham City PCT,308735,7356,3429,3927,57,7052,3320,3732,6954,4674,1443,299,32,118,1179,1080,00:03:06,99,75,00:09:34,674,320,2645,1972,526,147,138,897,114,400,383,43543.66669,17098.36653,0,0,0
2012-13,Jun-12,111AA1,County Durham & Darlington,5ND,County Durham PCT ,619596,21513,18424,3089,173,17717,16994,723,17191,14333,2579,347,463,1084,2526,2155,00:04:55,371,55,00:04:24,2095,1123,8682,6248,1569,865,1053,1380,196,674,510,72755.85,17402,0,0,0
2012-13,Jun-12,111AA3,Luton,5GC,Luton Teaching PCT,205843,3764,3199,565,17,3702,3151,551,3634,3290,309,20,4,43,857,765,00:02:58,92,74,00:11:24,370,239,1899,1418,396,85,124,658,96,340,222,29034.61676,11439.28346,0,0,0
2012-13,Jun-12,111AA2,Lincolnshire,5N9,Lincolnshire PCT,718838,16149,16149,0,60,15853,15853,0,15623,11288,1576,1777,75,237,2923,2660,00:02:55,263,201,00:11:40,1592,826,6519,4742,1498,279,373,1978,305,980,693,105303.7827,53523.96649,0,0,0
2012-13,Jun-12,111AA6,Isle of Wight,5QT,Isle of Wight National Health Service,138748,4200,3530,670,384,3657,3092,565,3409,3018,0,0,0,0,478,467,00:00:10,11,5,00:06:02,388,196,1793,1210,513,70,249,392,169,195,28,NCA,NCa,5655,1741,0
2012-13,Jun-12,111AA5,DHU,5N6,Derbyshire County,700000,11165,9663,1502,0,10832,9540,1292,0,8037,2,17,33,92,3267,2001,00:01:13,1195,664,00:12:29,942,441,4778,3827,770,181,765,1111,85,733,293,NCA,NCA,0,0,0
2012-13,Jun-12,111AA8,Cumbria and Lancashire,5N8,Cumbria and Lancashire,1970836,26495,20253,6242,59,21776,18944,2832,21578,17404,982,380,171,843,4393,4008,00:00:51,385,317,00:06:12,2075,1258,11250,8353,2260,637,521,2300,281,1359,660,115479.9502,56576.43311,0,0,
2012-13,Jun-12,111AA9,Hillingdon,5AT,HILLINGDON PCT,281756,1982,1938,44,14,1968,1924,44,1942,1779,112,11,14,0,469,464,00:01:08,9,6,00:09:51,267,113,1164,1164,0,0,13,222,0,222,0,0,0,0,,
2012-13,Jun-12,111AB1,Croydon,5K9,CROYDON PCT,368886,4235,4235,0,50,4185,4185,0,4111,3905,212,29,32,0,950,949,00:01:01,3,1,00:12:19,563,280,2540,2540,,,39,483,,483,,0,0,0,,
2012-13,Jun-12,111AA7,Inner North West,5LC,Westminster PCT,559638,7957,7957,0,75,7337,7337,0,7148,3912,139,31,39,0,747,617,00:00:21,97,66,00:07:26,260,142,2241,1459,695,87,749,520,192,171,157,0,0,0,0,0
2012-13,Jul-12,111AA1,County Durham & Darlington,5ND,COUNTY DURHAM PCT,619596,21721,18044,3677,49,17620,16670,950,17570,13208,2599,343,425,1013,2634,2221,00:02:03,413,55,00:03:37,2307,1142,7390,5355,1298,737,930,1439,167,720,552,69444.98333,17842,0,0,0
2012-13,Jul-12,111AA2,Lincolnshire,5N9,LINCOLNSHIRE TEACHING PCT,718838,15843,15843,0,72,15513,15513,0,15290,12134,2158,84,43,183,3277,2982,00:02:46,295,231,00:09:35,1820,872,6671,4787,1623,261,388,2383,297,1010,1076,98893.54932,38204.48328,0,0,0
2012-13,Jul-12,111AA3,Luton,5GC,LUTON PCT,205843,3367,2877,490,18,3289,2815,474,3242,2789,337,25,11,33,770,702,00:02:45,68,54,00:11:03,330,223,1613,1199,365,49,105,518,61,278,179,25065.41681,9550.716538,0,0,0
2012-13,Jul-12,111AA4,NOTTINGHAM CITY NHS 111,5EM,NOTTINGHAM CITY PCT,308735,6210,3271,2939,33,6024,3186,2838,5948,4198,1190,32,26,70,1138,1025,00:02:59,113,85,00:09:30,648,283,2266,1649,495,122,142,859,105,365,389,37626.23297,14391.6834,0,0,0
2012-13,Jul-12,111AA5,DHU,5N7,DERBY CITY PCT,700000,9762,8661,1101,0,9380,8377,1003,0,7500,3,22,32,91,3063,2069,00:01:08,909,571,00:12:22,1031,419,4324,3398,753,173,677,1049,72,693,284,NCA,NCA,0,0,0
2012-13,Jul-12,111AA6,Isle of Wight,5QT,ISLE OF WIGHT NHS PCT,138748,3904,3280,624,401,3408,2884,524,3249,3026,12,10,6,83,494,483,00:00:12,11,2,00:05:54,395,208,1751,1229,469,53,258,414,178,213,23,21333,4356,5216,1842,0
2012-13,Jul-12,111AA7,INWL,5LC,WESTMINSTER PCT,559638,7177,7177,0,56,6550,6550,0,6420,3070,94,32,28,0,683,509,00:00:14,82,41,00:07:33,258,135,1640,1061,539,40,649,388,167,118,103,0,0,0,0,0
2012-13,Jul-12,111AA8,Cumbria and Lancashire,5NE,CUMBRIA TEACHING PCT,1970836,22484,17129,5355,62,18043,15841,2202,17898,15080,723,97,165,798,3754,3453,00:00:51,301,244,00:05:54,1872,1205,9602,7242,1883,477,412,1989,180,1173,636,97581.06567,44242.16663,0,0,0
2012-13,Jul-12,111AA9,Hillingdon,5AT,HILLINGDON PCT,281756,1800,1760,40,28,1772,1736,36,1745,1612,121,1,10,0,451,428,00:00:17,30,23,00:08:53,270,112,961,961,0,0,21,248,0,247,1,0,0,0,0,0
2012-13,Jul-12,111AB1,Croydon,5K9,CROYDON PCT,368886,3734,3734,0,35,3699,3699,0,3650,3363,208,5,23,0,970,910,00:00:18,68,45,00:05:42,543,256,2075,2075,0,0,38,451,0,450,1,0,0,0,0,0
2012-13,Aug-12,111AA1,County Durham & Darlington,5ND,COUNTY DURHAM PCT,619596,17971,15574,2397,70,15087,14425,662,14963,12699,2105,221,386,918,2517,2073,00:01:45,444,48,00:07:11,2015,1038,7218,5081,1325,812,1024,1404,188,661,555,71386,18172,0,0,0
2012-13,Aug-12,111AA2,Lincolnshire,5N9,LINCOLNSHIRE TEACHING PCT,718838,16123,16123,0,46,15869,15869,0,15777,11477,3014,57,62,178,3114,2854,00:02:45,260,193,00:08:32,1573,794,6211,4435,1499,277,458,2441,235,910,1296,92329.86548,33877.08319,0,0,0
2012-13,Aug-12,111AA3,Luton,5GC,LUTON PCT,205843,3258,2982,276,5,3190,2917,273,3166,2427,392,12,6,30,656,605,00:02:52,51,38,00:10:26,316,186,1342,1019,274,49,121,462,43,222,197,21727.38335,7843.449982,0,0,0
2012-13,Aug-12,111AA4,NOTTINGHAM CITY NHS 111,5EM,NOTTINGHAM CITY PCT,308735,4666,2834,1832,7,4546,2784,1762,4517,3358,755,25,20,38,906,826,00:02:52,80,47,00:09:42,537,254,1844,1302,415,127,92,631,84,313,234,29374.03336,10583.49992,0,0,0
2012-13,Aug-12,111AA5,DHU,5N7,DERBY CITY PCT,976700,9310,8595,958,153,9157,8264,893,8712,7673,3,16,35,79,3094,2211,00:01:26,832,644,00:12:52,913,454,4534,3460,868,206,739,1033,82,623,328,0,0,0,0,0
2012-13,Aug-12,111AA6,Isle of Wight,5QT,ISLE OF WIGHT NHS PCT,138748,3869,3288,581,372,3364,2881,483,3168,2886,18,8,24,56,435,411,00:00:10,24,9,00:05:38,367,239,1683,1174,444,65,207,390,179,184,27,20114,3532,4918,1500,0
2012-13,Aug-12,111AA7,INWL,5LC,WESTMINSTER PCT,559638,3480,3480,0,43,3437,3437,0,3346,3144,111,23,37,0,644,440,00:00:13,55,35,00:07:34,258,123,1590,997,548,45,697,456,179,137,140,0,0,0,0,0
2012-13,Aug-12,111AA8,Cumbria and Lancashire,5NE,CUMBRIA TEACHING PCT,1970836,21824,17050,4774,44,17983,15967,2016,17893,14620,744,123,144,820,3643,3342,00:00:53,301,234,00:05:43,1863,1193,9324,7069,1752,503,398,1842,185,1081,576,95602.56751,41843.95007,0,0,0
2012-13,Aug-12,111AA9,Hillingdon,5AT,HILLINGDON PCT,281756,2067,2015,52,18,2049,1998,51,2029,1268,66,2,10,0,349,314,00:00:30,36,23,00:10:44,225,103,763,763,0,0,17,160,0,160,0,0,0,0,0,0
2012-13,Aug-12,111AB1,Croydon,5K9,CROYDON PCT,368886,4087,4087,0,24,4063,4063,0,4005,3059,164,5,19,0,872,799,00:00:06,77,61,00:10:52,497,239,1923,1923,0,0,31,369,0,364,5,0,0,0,0,0
2012-13,Sep-12,111AA1,County Durham & Darlington,5ND,COUNTY DURHAM PCT,619596,16753,14118,2635,57,13718,13045,673,13601,11856,1814,214,377,506,2348,2013,00:01:56,335,41,00:07:07,1976,1044,6555,4647,1204,704,988,1293,188,608,497,67101,17213,0,0,0
2012-13,Sep-12,111AA2,Lincolnshire,5N9,LINCOLNSHIRE TEACHING PCT,718838,13266,13266,0,104,13024,13024,0,12731,10182,1717,124,56,945,2570,2246,00:03:13,324,253,00:10:05,1634,748,5609,3883,1495,231,445,1746,221,700,825,88682.33301,32791.03333,0,0,0
2012-13,Sep-12,111AA3,Luton,5GC,LUTON PCT,205843,2789,2668,121,25,2705,2594,111,2641,1993,395,35,19,263,534,479,00:03:16,55,43,00:11:15,280,134,1063,785,237,41,113,403,52,197,154,19871.14984,7307.433319,0,0,0
2012-13,Sep-12,111AA4,NOTTINGHAM CITY NHS 111,5EM,NOTTINGHAM CITY PCT,308735,7409,2976,4433,76,6102,2909,3193,5968,3999,1333,66,22,682,980,865,00:03:17,115,96,00:09:25,666,302,2105,1508,476,121,125,801,106,293,402,38482.30017,12851.49991,0,0,0
2012-13,Sep-12,111AA5,DHU,5N7,DERBY CITY PCT,990935,17105,13501,3604,263,16564,13102,3462,15968,13821,3,77,83,2580,5607,3921,00:01:18,1652,1110,00:13:06,1913,862,7691,5734,1351,606,1409,1946,222,1209,515,129342,2423,0,0,0
2012-13,Sep-12,111AA6,Isle of Wight,5QT,ISLE OF WIGHT NHS PCT,138748,3470,2989,481,316,3029,2619,410,2853,2629,14,7,8,371,326,310,00:00:08,16,10,00:05:39,347,192,1539,1047,424,68,229,322,169,126,27,17855,2884,4364,1220,0
2012-13,Sep-12,111AA7,INWL,5LC,WESTMINSTER PCT,559638,3510,3510,0,61,3449,3449,0,3346,3272,113,32,26,6,631,481,00:00:11,60,46,00:08:36,287,148,1672,1073,551,48,758,407,130,146,131,0,0,0,0,0
2012-13,Sep-12,111AA8,Cumbria and Lancashire,5NE,CUMBRIA TEACHING PCT,1970836,22167,18423,3744,150,20316,17432,2884,20046,13882,1250,202,189,4793,3318,2907,00:00:50,411,332,00:05:49,1774,1085,8792,6656,1728,408,389,1842,186,942,714,96496.05078,42528.36682,0,0,0
2012-13,Sep-12,111AA9,Hillingdon,5AT,HILLINGDON PCT,281756,2103,2068,35,24,2079,2057,22,2061,1242,69,0,16,752,309,297,00:00:15,17,15,00:05:13,209,92,770,770,0,0,10,161,0,161,0,0,0,0,0,0
2012-13,Sep-12,111AB1,Croydon,5K9,CROYDON PCT,368886,4284,4284,0,42,4242,4242,0,4166,3100,148,0,21,973,734,692,00:00:14,47,40,00:04:29,540,228,1965,1965,0,0,28,339,0,339,0,0,0,0,0,0
2012-13,Oct-12,111AA1,County Durham & Darlington,5ND,COUNTY DURHAM PCT,619596,17958,14836,3122,71,14451,13766,685,14324,11987,1496,355,576,601,2398,2050,00:01:52,349,40,00:07:14,2050,938,6660,4636,1326,698,953,1386,183,719,484,69654,17294,0,0,0
2012-13,Oct-12,111AA2,Lincolnshire,5N9,LINCOLNSHIRE TEACHING PCT,718838,12915,12915,0,95,12683,12683,0,12333,9597,1592,352,26,1116,2445,2227,00:00:00,218,146,00:10:56,1505,672,5352,3683,1466,203,370,1698,240,737,721,89661.96643,34334.83325,0,0,0
2012-13,Oct-12,111AA3,Luton,5GC,LUTON PCT,205843,3242,3040,202,30,3149,2981,168,3067,2439,356,112,5,237,670,611,00:00:00,59,39,00:12:39,348,170,1423,1061,308,54,96,402,48,195,159,26209.8501,10107.01672,0,0,0
2012-13,Oct-12,111AA4,NOTTINGHAM CITY NHS 111,5EM,NOTTINGHAM CITY PCT,308735,6898,3406,3492,65,5808,3331,2477,5636,3970,995,135,18,690,1021,928,00:00:00,93,62,00:11:02,689,297,2113,1531,446,136,100,771,108,324,339,40043.86652,15544.1501,0,0,0
2012-13,Oct-12,111AA5,DHU,5N7,DERBY CITY PCT,990935,18375,15038,3335,115,18026,14766,3260,17530,14942,0,77,2,3005,6918,4882,00:00:58,1765,1059,00:13:21,1978,989,8328,6230,1528,570,1370,2277,242,1455,580,140677,2381,0,0,0
2012-13,Oct-12,111AA6,Isle of Wight,5QT,ISLE OF WIGHT NHS PCT,138748,3498,3049,449,288,3115,2732,383,2995,2782,50,84,28,171,392,374,00:00:07,18,12,00:05:20,349,209,1550,1027,468,55,345,329,159,136,34,17219,3952,4210,1674,0
2012-13,Oct-12,111AA7,INWL,5LC,WESTMINSTER PCT,559638,7161,3788,3373,83,6702,3788,2914,6502,3619,134,10,31,2908,604,482,00:01:19,122,62,00:10:27,391,168,1883,1257,583,43,709,468,107,186,175,0,0,0,0,0
2012-13,Oct-12,111AA8,Cumbria and Lancashire,5NE,CUMBRIA TEACHING PCT,1970836,20862,16885,3977,182,18804,15818,2986,18442,14458,1181,224,182,2759,3586,3247,00:00:00,339,246,00:05:59,1928,1109,9103,6856,1814,433,402,1916,197,1065,654,107324.1494,47111.98364,0,0,0
2012-13,Oct-12,111AA9,Hillingdon,5AT,HILLINGDON PCT,281756,2225,2172,53,17,2208,2106,48,2138,1399,76,1,14,718,345,311,00:00:00,46,37,00:00:00,261,93,851,851,0,0,9,185,0,185,2,0,0,0,0,0
2012-13,Oct-12,111AB1,Croydon,5K9,CROYDON PCT,368886,4117,4117,0,25,4092,4092,0,4046,2883,142,2,16,1049,727,652,00:00:00,86,71,00:00:00,489,209,1839,1839,0,0,19,327,0,327,0,0,0,0,0,0
2012-13,Oct-12,111AB2,Hertfordshire,5QV,HERTFORDSHIRE PCT,1110598,24870,4661,20209,1655,14466,3812,10654,13445,10521,257,20,12,3656,2954,2045,00:01:20,918,514,00:10:55,855,603,7225,4436,2101,688,645,1193,211,559,423,303876,133320,88784,49475,40750
2012-13,Oct-12,111AB3,Gt Yarmouth & Waveney,5PR,GREAT YARMOUTH AND WAVENEY PCT,213240,4821,4682,139,5,4816,4677,139,4783,3456,0,0,0,1360,1184,915,00:03:03,269,124,00:17:36,321,158,2215,1112,944,159,253,509,101,256,152,26786,9278,0,0,0
2012-13,Nov-12,111AA1,County Durham & Darlington,5ND,COUNTY DURHAM PCT,619596,17839,15070,2769,45,14615,14058,557,14494,12158,1426,279,674,770,2447,2084,00:01:58,363,37,00:07:33,2161,889,6804,4863,1299,642,925,1379,188,662,529,85898,18488,0,0,0
2012-13,Nov-12,111AA2,Lincolnshire,5N9,LINCOLNSHIRE TEACHING PCT,718838,13903,13903,0,95,13672,13672,0,13277,9928,1843,731,24,1146,2636,2355,NCA,281,181,00:11:32,1656,703,5590,4003,1367,220,317,1662,264,764,634,0,0,0,0,0
2012-13,Nov-12,111AA3,Luton,5GC,LUTON PCT,205843,3696,3512,184,27,3602,3431,171,3496,2853,346,212,9,182,775,678,NCA,97,70,00:13:23,409,204,1630,1287,305,38,102,508,55,286,167,0,0,0,0,0
2012-13,Nov-12,111AA4,NOTTINGHAM CITY NHS 111,5EM,NOTTINGHAM CITY PCT,308735,8883,3845,5038,69,7216,3738,3478,7000,4464,1377,334,22,1019,1117,967,NCA,150,109,00:11:06,719,346,2448,1822,504,122,129,822,95,357,370,0,0,0,0,0
2012-13,Nov-12,111AA5,DHU,5N7,DERBY CITY PCT,990935,19190,15913,3277,151,18745,15561,3184,17901,15552,5,62,88,3038,7064,5360,00:00:58,1704,990,00:13:23,1778,957,9108,6746,1708,654,1256,2453,254,1511,688,148090,5195,0,0,0
2012-13,Nov-12,111AA6,Isle of Wight,5QT,ISLE OF WIGHT NHS PCT,138748,3542,3152,368,367,3175,2885,290,2925,2670,42,90,54,319,392,377,00:00:09,15,9,00:05:58,362,192,1571,1087,435,49,234,311,141,123,47,18396,3641,4490,1542,0
2012-13,Nov-12,111AA7,INWL,5LC,WESTMINSTER PCT,559638,7377,4342,3035,93,6942,4342,2600,6722,3988,155,10,22,2767,665,520,00:01:39,145,93,00:10:24,463,174,2257,1480,713,64,656,438,52,208,178,0,0,0,0,0
2012-13,Nov-12,111AA8,Cumbria and Lancashire,5NE,CUMBRIA TEACHING PCT,1970836,26440,22978,3462,201,23997,21547,2450,23523,16642,1299,464,151,5441,4301,3814,NCA,487,336,00:06:35,2170,1326,10656,8097,2046,513,328,2162,200,1289,673,1,1,0,0,0
2012-13,Nov-12,111AA9,Hillingdon,5AT,HILLINGDON PCT,281756,3133,3100,33,56,3077,3044,33,2923,1488,95,1,10,1450,374,314,00:00:00,60,53,00:00:00,292,77,806,806,0,0,10,52,0,0,38,0,0,0,0,0
2012-13,Nov-12,111AB1,Croydon,5K9,CROYDON PCT,368886,4792,4792,0,63,4729,4729,0,4567,2900,135,5,18,1671,763,667,00:00:00,96,80,00:00:00,524,182,1659,1659,0,0,15,102,0,0,61,0,0,0,0,0
2012-13,Nov-12,111AB2,Hertfordshire,5QV,HERTFORDSHIRE PCT,1110598,31062,9572,21490,2320,18559,7906,10653,16639,13704,268,32,6,4549,3242,2313,00:01:09,933,598,00:07:34,1035,777,9546,6271,2598,677,875,1471,240,736,495,445920,137040,78217,67406,46097
2012-13,Nov-12,111AB3,Gt Yarmouth & Waveney,5PR,GREAT YARMOUTH AND WAVENEY PCT,213240,4999,4845,154,2,4997,4843,154,4966,3599,0,0,0,1398,1240,976,00:02:54,264,129,00:12:37,305,158,2351,1177,1009,165,270,515,76,283,156,27248,10526.48333,0,0,0
2012-13,Nov-12,111AB4,Oxfordshire,5QE,OXFORDSHIRE PCT,647085,14858,14384,474,336,11782,11365,417,10864,8704,500,0,79,2499,2736,569,NCA,2167,1940,00:33:08,818,377,5659,3847,1244,568,1232,618,136,326,156,95083,12468,100190,66188,54970
2012-13,Dec-12,111AA1,County Durham & Darlington,5ND,COUNTY DURHAM PCT,1243920,35445,32832,2613,1982,28644,27973,671,24789,24608,2449,390,1092,1724,5701,4373,00:01:21,1328,717,00:07:44,3416,1523,16004,10707,4053,1244,919,2746,335,1610,801,207706,50046,0,0,0
2012-13,Dec-12,111AA2,Lincolnshire,5N9,LINCOLNSHIRE TEACHING PCT,718838,20459,20459,0,287,19845,19845,0,18501,13884,2069,1773,34,2085,3769,3308,00:00:18,461,296,00:12:36,1986,868,8240,6004,1927,309,481,2309,301,1109,899,0,0,0,0,0
2012-13,Dec-12,111AA3,Luton,5GC,LUTON PCT,205843,5539,5317,222,82,5398,5186,212,5035,4041,466,483,8,400,1090,921,00:00:16,169,115,00:14:14,544,235,2402,1866,450,86,155,705,79,389,237,0,0,0,0,0
2012-13,Dec-12,111AA4,NOTTINGHAM CITY NHS 111,5EM,NOTTINGHAM CITY PCT,308735,12091,6255,5836,142,10366,6050,4316,9843,6063,1926,696,13,1668,1539,1352,00:00:17,187,105,00:11:32,937,370,3414,2521,727,166,172,1170,126,442,602,0,0,0,0,0
2012-13,Dec-12,111AA5,DHU,5N7,DERBY CITY PCT,990935,28708,24334,4374,867,27159,23020,4139,22655,23066,3,45,35,4010,10168,8851,00:01:33,1317,0,00:16:47,2075,1247,13947,10306,2597,1044,1814,3983,246,2482,1255,225804,15976,0,0,0
2012-13,Dec-12,111AA6,Isle of Wight,5QT,ISLE OF WIGHT NHS PCT,138748,5025,4488,537,203,4361,3907,454,4111,3948,33,39,40,301,556,520,00:00:15,35,20,00:07:56,494,226,2337,1617,658,62,444,447,185,211,51,27419,4736,6704,2007,0
2012-13,Dec-12,111AA7,INWL,5LC,WESTMINSTER PCT,559638,10501,7038,3463,216,9806,7038,2768,9347,6008,234,11,40,3513,971,689,00:02:05,375,205,00:04:59,622,237,3694,2534,1048,112,824,631,82,294,255,0,0,0,0,0
2012-13,Dec-12,111AA8,Cumbria and Lancashire,5NE,CUMBRIA TEACHING PCT,1970836,32157,28383,3774,277,29635,26652,2983,28599,23161,1432,1029,201,3812,5813,4995,00:00:17,818,557,00:07:12,2721,1537,15318,11882,2722,714,503,3082,332,1857,893,0,0,0,0,0
2012-13,Dec-12,111AA9,Hillingdon,5AT,HILLINGDON PCT,281756,5535,5535,0,78,5457,5457,0,5256,3251,180,0,17,2009,796,650,00:00:48,139,0,00:10:36,562,192,2075,1558,430,87,22,396,19,195,182,0,0,0,0,0
2012-13,Dec-12,111AB1,Croydon,5K9,CROYDON PCT,368886,7194,7194,0,98,7096,7096,0,6828,5117,211,2,44,1722,1195,1004,00:00:48,187,0,00:10:13,842,260,3407,2540,703,164,38,566,44,311,211,0,0,0,0,0
2012-13,Dec-12,111AB2,Hertfordshire,5QV,HERTFORDSHIRE PCT,1110598,44738,19280,25458,5707,28533,14767,13766,21388,22043,291,28,6,6165,5138,3206,00:01:01,1933,1069,00:10:00,1497,1128,15980,11035,3878,1067,1134,2304,392,1246,666,495948,165420,101928,67965,41819
2012-13,Dec-12,111AB3,Gt Yarmouth & Waveney,5PR,GREAT YARMOUTH AND WAVENEY PCT,213240,7306,7129,177,59,7247,7071,176,6874,5449,0,0,0,1798,1680,1003,00:02:38,677,315,00:13:03,456,202,3715,2082,1352,281,389,687,86,408,193,40722.78333,14525.08333,0,0,0
2012-13,Dec-12,111AB4,Oxfordshire,5QE,OXFORDSHIRE PCT,647085,22408,22104,304,886,17072,16940,132,14351,11693,761,0,131,4487,3470,955,00:00:00,2515,2410,00:41:53,959,217,7699,5414,1592,693,679,2139,37,536,1566,131741,26037,94119,65941,34713
2012-13,Dec-12,111AD1,Wandsworth,5LG,WANDSWORTH PCT,308312,2498,2498,0,30,2468,2468,0,2359,1779,91,0,18,580,440,350,00:00:42,87,0,00:10:19,218,76,1240,886,261,93,26,215,19,104,92,0,0,0,0,0
