AmbSYS - Ambulance Systems Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year:<All>,Period Name:<All>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Period Name,Parent org code,Parent name,Org Code,Org Name,HQU03_1_1_3 SUM,HQU03_1_1_4 SUM,HQU03_1_1_5 SUM,HQU03_1_1_6 SUM,HQU03_1_1_7 SUM,HQU03_1_2_1 SUM,HQU03_1_2_2 SUM,SQU03_1_1_1 SUM,SQU03_1_1_2 SUM,SQU03_2_1_1 SUM,SQU03_2_1_2 SUM,SQU03_2_2_1 SUM,SQU03_2_2_2 SUM,SQU03_2_3_1 SUM,SQU03_2_3_2 SUM,SQU03_8_1_1_50 SUM,SQU03_8_1_1_95 SUM,SQU03_8_1_1_99 SUM,SQU03_9_1_1_50 SUM,SQU03_9_1_1_95 SUM,SQU03_9_1_1_99 SUM,SQU03_10_1_1 SUM,SQU03_10_1_2 SUM,SQU03_10_2_1 SUM,SQU03_10_2_2 SUM,Asi Srs17 1 1 1 SUM
2013-14,JANUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,532,691,14.22,8738,11390,11487,12073,50,34102,334,1674,1089,15382,1052,34102,3,7,39,5.9,18.8,34.15,1674,38715,15518,37041,21584
2013-14,JANUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1174,1540,14.2,19665,24977,25418,26472,349,68856,360,2744,1242,22194,0,68856,2,10,39,5.5,17.3,28.6,2744,45689,22170,43418,38183
2013-14,JULY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,13,16,8.3,467,618,615,634,19,2241,6,158,17,576,23,2241,1,1,14,5.59,17.16,28.02,158,1969,830,1810,1236
2013-14,JULY,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,999,1283,15.9,28440,38592,38753,39611,26,145107,172,5552,1123,17624,2896,145107,0,1,13,6.1,14.8,23.1,5552,102616,31664,97064,72800
2013-14,JULY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,226,275,15.12,11034,13906,13689,14095,916,41227,150,1124,241,5431,0,41227,1,47,47,5.88,17.23,27.23,1124,23831,9050,29193,21391
2013-14,JULY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1939,2570,13.82,22961,29460,30557,31980,3926,110875,102,1398,855,14557,0,110875,1,11,50,5.82,18.37,41.02,1398,69945,18546,72467,62086
2013-14,JULY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1451,1798,12.71,15265,20350,21469,22066,1714,64227,170,2503,599,12211,1264,64227,1,37,103,5.57,14.21,21.04,2503,50460,14645,47746,39158
2013-14,JULY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1256,1721,15.03,13915,19326,19541,21016,2369,71182,122,2308,956,16440,13,71182,2,29,76,6.6,20.83,33.2,2308,52497,17103,50102,33662
2013-14,JULY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,438,568,11.88,21587,29776,29391,30344,1721,87492,585,4725,1258,24733,0,87492,1,28,79,6.22,16.62,25.72,4725,64645,25011,64201,44275
2013-14,JULY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,809,1125,15.5,14341,20537,19940,21528,678,77544,436,4207,1111,20282,30,77544,1,18,71,6.6,21.4,33.88,4207,51728,23478,52683,35585
2013-14,JULY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,310,422,13.7,15110,21040,20708,21462,1645,51404,625,6613,765,18576,0,51404,3,35,77,5.95,18.88,28.77,6613,54177,20745,47564,35469
2013-14,JULY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,466,622,15.55,7242,10059,10021,10669,219,37632,344,1670,987,15262,657,37632,1,7,70,6.35,20.28,35.33,1670,38212,15545,36542,21147
2013-14,JULY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,644,928,16.5,19053,25069,24548,25840,616,76687,446,3929,1299,24660,0,76687,3,16,64,5.7,18.9,30.2,3929,51627,25229,48255,38064
2013-14,JUNE,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,12,13,8.25,463,610,606,623,31,1939,2,115,22,512,19,1939,1,1,7,5.41,17.16,30.29,115,1751,769,1635,1126
2013-14,JUNE,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,934,1200,15.8,27272,35802,36180,36829,14,128977,101,4142,1037,15821,2733,128977,0,1,7,5.9,14.1,21.8,4142,95299,29301,91154,68992
2013-14,JUNE,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,202,267,12.07,10596,12995,12886,13194,965,36461,122,923,163,4849,0,36461,1,42,42,5.7,15.95,25.72,923,21848,8053,27008,20084
2013-14,JUNE,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1922,2415,12.63,22444,27679,29024,30032,2289,97743,76,965,824,13580,0,97743,1,8,47,5.53,16.52,33.95,965,65195,17424,68177,58111
2013-14,JUNE,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,967,1279,12.92,15191,19320,20052,20542,529,57753,160,2194,515,10635,1140,57753,1,21,84,5.29,13.04,19.73,2194,45984,12763,43622,36912
2013-14,JUNE,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1174,1510,13.97,13356,17756,18161,19234,1312,64571,129,1936,929,15101,34,64571,2,5,44,6.32,18.63,28.8,1936,48934,15654,47041,31940
2013-14,JUNE,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,418,501,11.77,21149,27378,27296,27879,928,74275,467,3896,1177,22500,0,74275,1,15,61,5.8,14.8,22.68,3896,59056,22727,59085,41276
2013-14,JUNE,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,784,1084,16.12,13998,19454,19143,20426,526,70507,404,3571,957,18218,26,70507,1,13,70,6.28,20.58,32.33,3571,47424,21356,49016,33358
2013-14,JUNE,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,302,401,13.2,15204,20369,20138,20770,1057,47124,521,5706,743,16961,0,47124,3,29,72,5.77,18.03,27.97,5706,50571,18966,44865,34193
2013-14,JUNE,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,525,660,13.98,7250,9428,9670,10079,134,33089,306,1647,944,13818,607,33089,1,6,63,5.78,17.63,29.32,1647,35790,14008,34143,20204
2013-14,JUNE,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,657,877,15.4,18700,24008,23795,24803,431,67847,442,3378,1186,22606,0,67847,2,13,52,5.4,17.7,27.7,3378,46947,22887,44090,35035
2013-14,MARCH,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,39,50,9.25,427,560,587,610,21,1887,0,132,0,460,17,1887,1,2,12,5.48,17.16,27.97,132,1695,738,1563,1095
2013-14,MARCH,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,1039,1273,15.4,31574,39044,39435,40105,15,136095,128,7975,1217,17216,2617,136095,0,2,13,5.5,13.3,21.6,7975,104946,31620,96971,73681
2013-14,MARCH,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,245,326,12.03,10900,14511,14062,14728,1068,40695,175,1252,253,5012,0,40695,1,42,79,6.38,20.23,34.11,1252,22930,9206,29528,21538
2013-14,MARCH,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1769,2349,12.92,24603,32646,33646,34952,1980,108528,224,2172,835,14142,0,108528,1,7,42,6.1,17.32,30.5,2172,67281,18866,72847,62932
2013-14,MARCH,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1052,1466,13.54,16490,22381,23089,23793,508,60731,0,1952,482,11743,1219,60731,1,21,52,5.64,14.28,22.2,1952,40894,14590,47482,37341
2013-14,MARCH,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1198,1620,13.67,14805,19760,20400,21357,134,67139,215,2726,879,15609,62,67139,2,13,40,6.12,18.87,31.88,2726,52579,16273,49766,34157
2013-14,MARCH,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,552,688,11.87,23264,31489,31166,32177,640,81182,431,3710,1232,25063,0,81182,1,5,49,6.12,16.32,25.42,3710,62071,25262,67068,46641
2013-14,MARCH,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,862,1225,15.93,14512,23272,22176,24392,339,72196,306,3548,962,18139,100,72196,1,4,53,7.3,23.15,37.65,3548,48722,23025,54851,38110
2013-14,MARCH,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,430,531,14.55,16757,22219,22149,22750,984,50505,896,7143,767,18422,0,50505,3,9,35,5.73,17.65,26.27,7143,56294,20515,49151,37152
2013-14,MARCH,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,764,914,13.72,8655,11515,11788,12419,312,36330,260,1693,1033,15959,1045,36330,3,9,70,5.9,19.1,36.82,1693,39986,16135,38239,22234
2013-14,MARCH,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1069,1387,13.7,19452,25236,25421,26537,314,70689,385,2867,1324,23198,0,70689,2,11,45,5.6,18,29.6,2867,47052,23062,44816,38789
2013-14,MAY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,17,22,10.25,433,574,580,596,31,2024,11,156,10,502,24,2024,1,6,14,5.55,17.26,32.13,156,1787,752,1630,1132
2013-14,MAY,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,899,1150,16,28746,36844,37245,37812,12,130230,127,5170,1060,15650,3158,130230,0,1,1,5.7,13.7,20.6,5170,97880,28918,92710,70883
2013-14,MAY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,233,302,13.5,10979,13784,13652,14060,643,31839,148,1013,227,4964,0,31839,1,41,41,5.82,16.43,27.25,1013,22587,8372,27922,20813
2013-14,MAY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1967,2528,13.42,23871,29539,30988,31998,1879,100521,636,2243,776,13138,0,100521,1,7,42,5.36,16.4,32.62,2243,67082,17128,69529,61023
2013-14,MAY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1094,1424,12.87,16207,20596,21486,21971,554,59924,269,2410,488,10855,1505,59924,1,20,77,5.24,13.01,19.05,2410,47416,12114,44853,38460
2013-14,MAY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1267,1683,13.85,13895,18090,18656,19739,1356,66171,102,1780,871,15185,27,66171,2,4,38,6.27,19.52,31.63,1780,50119,15797,48313,33128
2013-14,MAY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,494,595,12.1,22530,29257,29223,29852,735,78451,579,3774,1707,23236,0,78451,1,6,51,5.82,15.05,22.77,3774,61128,23488,61610,43309
2013-14,MAY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,892,1120,13.52,15147,20428,20283,21449,412,71409,351,3555,1005,18860,20,71409,1,4,48,6.12,19.83,31.22,3555,49278,22356,51198,34429
2013-14,MAY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,371,466,14.2,15997,21305,21180,21771,1071,49070,498,5987,704,17290,0,49070,3,32,72,5.68,17.4,26.88,5987,51836,19384,45849,35001
2013-14,MAY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,529,640,12.03,7780,9911,10186,10542,64,34033,280,1537,915,14200,5296,34033,1,4,33,5.68,16.6,28.05,1537,36729,14357,35192,20832
2013-14,MAY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,707,943,14.3,19436,24514,24457,25380,362,69141,375,3310,1261,22568,0,69141,2,7,44,5.3,17.1,27,3310,47625,23060,44838,36287
2013-14,NOVEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,22,24,9.27,420,556,557,580,29,1856,1,122,12,443,21,1856,1,4,11,5.18,19.1,34.55,122,1704,715,1581,1138
2013-14,NOVEMBER,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,883,1188,17.1,26286,36951,37026,37948,21,133080,98,4420,1096,15474,2662,133080,0,1,6,6.4,15.6,24.6,4420,94862,28121,90442,69117
2013-14,NOVEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,244,308,12.28,10923,13791,13662,13997,943,37662,154,933,237,5056,0,37662,1,42,71,5.86,16.46,26.88,933,22319,8663,28209,20832
2013-14,NOVEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1647,2227,14.87,22181,29643,30081,31819,1882,102923,91,1309,803,13273,0,102923,1,6,38,6.12,20.17,48.18,1309,64188,17421,68560,59759
2013-14,NOVEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1193,1566,13.17,14954,20211,21107,21717,519,58967,146,1922,528,11562,1139,58967,1,20,63,5.67,14.09,21.13,1922,48619,13924,46543,37266
2013-14,NOVEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1073,1545,14.55,12881,18865,19070,20387,238,66277,118,2122,883,15294,43,66277,2,5,41,6.75,20.27,31.42,2122,50291,16027,48102,32808
2013-14,NOVEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,544,710,12.2,21192,29335,29125,30045,549,80051,514,3884,1223,23562,0,80051,1,3,45,6.35,16.5,25.07,3884,60624,23789,63112,43968
2013-14,NOVEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,737,989,14.87,14331,20929,20213,21776,390,72016,348,3579,988,18620,52,72016,1,5,55,6.7,21.25,32.43,3579,48093,22420,51556,35364
2013-14,NOVEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,353,468,14.4,16406,21922,21797,22390,2038,47643,767,5889,820,18264,0,47643,3,14,50,5.65,17.37,25.55,5889,53959,20196,48070,35784
2013-14,NOVEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,507,660,14.53333,7974,10877,10993,11530,793,35471,286,1630,1046,14701,842,35471,1,7,68,6.03333,18.5166666,36.5,1630,38231,14843,36601,21693
2013-14,NOVEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1015,1410,15,18374,24099,24338,25458,438,68088,330,2981,1171,22421,0,68088,2,12,48,5.6,17.9,28.9,2981,46419,22479,43857,36634
2013-14,OCTOBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,10,12,9.25,435,576,571,588,21,1880,4,125,6,457,12,1880,1,1,6,5.37,18.02,39.92,125,1699,717,1573,1109
2013-14,OCTOBER,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,891,1187,18.1,26962,38484,38292,39440,26,139075,69,4106,1056,15974,2871,139075,0,1,7,6.4,16.1,26,4106,95460,28499,91354,69756
2013-14,OCTOBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,237,296,12.5,11287,14145,13970,14380,907,39127,147,925,240,5084,0,39127,1,42,55,5.8,16.9,26,925,23164,8761,29021,21551
2013-14,OCTOBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1775,2392,14.6,23118,30205,31094,32547,1979,103439,92,1379,828,13619,0,103439,1,6,40,5.98,18.3,44.68,1379,67486,17635,70843,61699
2013-14,OCTOBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1532,1933,13.3,15723,21247,22537,23116,514,61069,129,1898,512,11533,1340,61069,1,20,66,5.62,14.09,20.69,1898,49165,13917,47079,38915
2013-14,OCTOBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1039,1505,15.27,13215,19109,19354,20588,206,67419,145,2231,843,15485,110,67419,2,6,43,6.62,19.95,30.98,2231,51009,16114,48700,33215
2013-14,OCTOBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,499,643,12.9,22562,31022,30732,31665,473,83073,542,4203,1226,23885,0,83073,1,1,42,6.28,16.38,24.77,4203,63179,24141,64021,44616
2013-14,OCTOBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,766,1031,13.58,14322,21000,20260,21880,565,76764,398,3838,1028,19725,42,76764,1,12,68,6.65,21.67,33.38,3838,50270,22697,51741,35856
2013-14,OCTOBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,368,485,13.8,17012,22153,22158,22638,2026,47967,703,5893,742,17834,0,47967,3,16,55,5.5,16.6,25.5,5893,53428,19794,47535,36198
2013-14,OCTOBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,501,633,13.03,8170,10704,10816,11331,280,35283,350,1708,896,14493,730,35283,1,12,79,5.85,18.43,32.22,1708,35283,14667,36463,21834
2013-14,OCTOBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,705,1039,14.9,19165,24824,24764,25814,396,67953,365,3021,1206,22842,0,67953,2,10,44,5.2,17.9,29.9,3021,47139,22887,44628,37366
2013-14,SEPTEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,9,10,8.5,413,541,531,551,25,1901,7,128,13,462,12,1901,1,1,11,5.57,18.41,37.95,128,1697,711,1569,1106
2013-14,SEPTEMBER,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,780,1076,16.1,25275,35531,35392,36390,18,133061,83,3998,986,14908,2980,133061,0,1,12,6.3,15.8,26,3998,89582,26782,85584,65410
2013-14,SEPTEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,232,288,12.5,10649,13185,13087,13392,852,36453,150,922,210,4956,0,36453,1,42,42,5.8,16.26,24.35,922,21847,8384,26952,19764
2013-14,SEPTEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1649,2292,15.05,21608,28606,29222,30839,2229,101623,99,1248,786,12995,0,101623,1,7,41,6.05,19.82,46.5,1248,64220,16826,67127,58482
2013-14,SEPTEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1684,2063,12.39,14520,19507,20912,21506,437,57006,126,1952,489,10964,1086,57006,1,21,72,5.52,13.97,20.97,1952,46624,13390,44491,36835
2013-14,SEPTEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1011,1469,14.22,12275,17815,17899,19258,272,65655,121,2147,811,14826,73,65655,2,7,49,6.68,20.88,33.08,2147,48640,15401,46418,31592
2013-14,SEPTEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,470,571,11.48,21238,28796,28532,29367,472,77224,525,4034,1156,22533,0,77224,1,1,41,6.17,16.3,24.6,4034,59830,22742,60028,41915
2013-14,SEPTEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,723,959,14.97,13748,19573,18956,20397,495,71489,370,3692,1002,18313,33,71489,1,11,68,6.48,21.5,34.52,3692,47247,21244,48723,33715
2013-14,SEPTEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,340,444,13.6,14836,20295,20129,20739,1875,47153,647,6170,871,17459,0,47153,3,24,65,5.85,17.87,26.72,6170,51812,19270,45642,33997
2013-14,SEPTEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,497,624,13.22,7632,9766,9987,10387,235,33253,396,1721,907,13746,651,33253,1,19,81,5.62,17.35,31.01,1721,35863,13937,34142,20289
2013-14,SEPTEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,629,883,15.8,17907,23313,23099,24137,538,68595,378,3151,1138,21837,0,68595,2,15,57,5.3,18.7,32,3151,45629,22082,42999,35657
2014-15,APRIL,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,38,46,7.75,392,510,504,526,27,1914,8,157,13,464,27,1914,1,1,11,6.03,17.04,20.22,157,1739,717,1581,1113
2014-15,APRIL,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,953,1237,16.3,26905,37991,37626,39003,96,139320,217,9207,1100,15856,2902,139320,0,2,25,6.4,15.9,25.6,9207,97667,28979,88460,67022
2014-15,APRIL,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,277,378,14.9,10734,14523,14150,14828,928,39328,196,1179,249,4829,0,39328,1,42,85,6.31,19.65,30.65,1179,21943,8619,27837,20477
2014-15,APRIL,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1771,2333,13.22,23465,30966,31994,33239,2965,105551,261,2223,786,13919,869,105551,1,15,52,6.03,17.28,30.95,2223,63213,17732,68295,60271
2014-15,APRIL,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1099,1575,14,15877,22474,23073,23988,553,67926,31,2265,418,11706,1261,67926,1,22,66,6.4,16.88,27.2,2265,40037,14467,46250,37258
2014-15,APRIL,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1254,1640,13.7,14908,19344,20123,20956,176,64706,320,3375,589,14411,115,64706,2,11,50,7.8,14.58,21.97,3375,51140,14943,47765,33354
2014-15,APRIL,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,565,701,11.18,23470,30466,30296,31167,432,75354,382,3235,1145,20375,0,75354,1,1,36,5.85,15.78,24.68,3235,59328,24257,65005,45224
2014-15,APRIL,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,828,1199,15.9,13520,22025,21053,23145,418,68966,368,3292,999,17850,97,68966,1,5,59,7.43,22.72,36.88,3292,46826,22534,52662,36142
2014-15,APRIL,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,865,1112,12.83,16568,21058,21515,22170,142,47866,746,6325,815,18692,0,47866,3,17,49,5.47,16.82,25.35,6325,57513,21407,51188,31068
2014-15,APRIL,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,787,964,12.47,8736,11287,11815,12239,422,37981,151,1632,638,15225,619,37981,3,7,66,5.9,17.1,28.4,1632,36496,15149,34864,19864
